CÓDIGO OACI,COMPRIMENTO_MAX,LATITUDE,LONGITUDE
SSIE,4921.0,-20.599443435668945,-54.602500915527344
SSJM,4921.0,-18.842500686645508,-52.49944305419922
SSNW,4921.0,-12.302499771118164,-45.51390075683594
SSPB,4593.0,-26.217184000000003,-52.694463
SSRF,4265.0,-12.765700340270994,-39.44670104980469
SSTL,6562.0,-20.754199981689,-51.68420028686499
SSUY,4331.0,-20.640499114990234,-51.47689819335938
SSUZ,4331.0,-20.661666870117188,-50.84166717529297
SSWP,4921.0,-8.742500305175781,-50.20750045776367
SSYA,4593.0,-24.1039009094,-49.789100647
SSZJ,5118.0,-18.180700302124023,-54.50180053710938
SSZW,4692.0,-25.1847,-50.1441
SSZX,5033.0,-19.5272216796875,-50.97027969360352
SUAA,4101.0,-34.7892,-56.264702
SUCA,4495.0,-34.456401824951,-57.770599365234006
SUDU,4764.0,-33.358898162841804,-56.49919891357422
SULS,6998.0,-34.855098724365234,-55.09429931640625
SUSO,5210.0,-31.438499450683594,-57.98529815673828
SV02,4885.0,8.404430389404299,-65.0155029296875
SV74,7086.0,9.581870079040527,-72.78800201416016
SV75,5760.0,10.088299751281738,-72.55480194091797
SVAC,5990.0,9.553375244140623,-69.23786926269531
SVAE,4120.0,10.328100204467773,-72.48100280761719
SVAJ,4420.0,8.818929672241211,-65.88670349121094
SVAN,4134.0,9.430225372314453,-64.47072601318361
SVAS,4592.0,6.578050136566162,-66.81690216064453
SVBC,9842.0,10.111111,-64.692222
SVBI,6560.0,8.615,-70.21416667
SVBK,4199.0,9.26710033416748,-70.23049926757811
SVBL,10400.0,10.1833753586,-67.55731964110001
SVBM,9350.0,10.042746543884276,-69.35861968994139
SVBQ,4715.0,10.001500129699707,-71.08370208740234
SVBS,6846.0,10.249978065490724,-67.64942169189453
SVCB,5527.0,8.12216091156,-63.5369567871
SVCD,4920.0,7.625510215759277,-66.16280364990234
SVCJ,6575.0,9.647720336914062,-68.57469940185547
SVCL,4790.0,8.92465591430664,-67.41709136962889
SVCN,7070.0,6.2319889068603525,-62.85443115234375
SVCO,4860.0,10.175602912902832,-70.06521606445311
SVCP,6611.0,10.660014152526855,-63.261680603027344
SVCR,6761.0,11.41494369506836,-69.68090057373047
SVCS,6562.0,10.286110877990724,-66.81610870361328
SVCU,10171.0,10.450332641601562,-64.13047027587889
SVCZ,9842.0,9.372650146484377,-66.92279815673828
SVDW,5212.0,7.493790149688722,-63.269798278808594
SVEN,4118.0,9.03777,-72.24797
SVEP,4137.0,10.206666946411133,-67.44166564941406
SVFM,6475.0,10.485033035299999,-66.8435134888
SVGD,6792.0,7.233333110809326,-70.80000305175781
SVGI,6585.0,10.5740776062,-62.3126678467
SVGU,5905.0,9.026944160461426,-69.75514984130861
SVHH,4265.0,10.808099746704102,-69.63839721679689
SVJC,9186.0,11.78077507019043,-70.15149688720703
SVJM,4990.0,9.906952857971193,-67.379638671875
SVLF,6643.0,8.239167213439941,-72.27102661132812
SVLM,4095.0,9.497940063476562,-62.90130615234375
SVLO,9843.0,11.80720043182373,-66.17960357666016
SVMC,9843.0,10.5582084656,-71.7278594971
SVMD,5348.0,8.582078,-71.161041
SVMG,10499.0,10.912603378295898,-63.96659851074219
SVMI,11483.0,10.601194,-66.991222
SVMP,4659.0,10.133169174194336,-66.78782653808594
SVMT,6890.0,9.75452995300293,-63.14739990234375
SVNX,4921.0,8.828149795532227,-63.09500122070313
SVON,6160.0,10.330699920654297,-71.32250213623047
SVPA,8272.0,5.619989871978801,-67.606101989746
SVPC,6970.0,10.48050022125244,-68.072998046875
SVPE,4180.0,9.979240417480467,-62.228599548339844
SVPP,6080.0,5.792679786682129,-61.44020080566406
SVPR,6726.0,8.288530349731445,-62.7603988647461
SVQL,5905.0,7.757760047912598,-63.082298278808594
SVSA,6135.0,7.840829849243164,-72.439697265625
SVSB,5560.0,7.803514003753662,-71.16571807861328
SVSE,5445.0,4.554999828338623,-61.1500015258789
SVSN,4810.0,8.875639915466309,-66.83989715576172
SVSO,9990.0,7.56538,-72.035103
SVSP,4921.0,10.2787,-68.75520300000001
SVSR,6420.0,7.883319854736327,-67.44400024414061
SVST,6299.0,8.9451465606689,-64.151084899902
SVSZ,8835.0,8.974550247192383,-71.94325256347656
SVTC,5512.0,9.088994026184082,-62.09417343139648
SVTK,4836.0,7.138332843780518,-69.77500152587889
SVTM,9765.0,7.24938,-61.52893
SVVA,9842.0,10.14973258972168,-67.92839813232422
SVVG,10645.0,8.624139,-71.672668
SVVL,6791.0,9.34047794342041,-70.58406066894531
SVVP,4921.0,9.22202777863,-65.9935836792
SWCE,4921.0,-16.204299926757812,-55.39870071411133
SWCF,4921.0,-13.73027801513672,-60.47861099243164
SWCM,6234.0,-13.990278244018555,-52.92694473266602
SWDE,4593.0,-12.821944236755373,-50.33222198486328
SWDT,4921.0,-14.283611297607422,-57.70055770874024
SWFD,4242.0,-11.716667175292967,-58.048057556152344
SWFQ,5906.0,-10.392000198364258,-48.67919921875
SWFX,4757.0,-11.632399559020994,-50.68960189819336
SWFZ,4790.0,-9.975556373596193,-56.673057556152344
SWGZ,4921.0,-14.766944885253904,-57.2672233581543
SWHJ,4265.0,-10.055556297302246,-56.991111755371094
SWHT,4987.0,-7.532120227810001,-63.072101593
SWIA,4921.0,-14.106399536132812,-46.66939926147461
SWIW,5052.0,-13.821021,-56.038591000000004
SWJI,5906.0,-10.870800018299999,-61.8465003967
SWOB,4167.0,-2.5326099395800004,-66.0831985474
SWOY,4101.0,-16.025278091430664,-52.81222152709961
SWPK,4265.0,-16.272777557373047,-56.65083312988281
SWQH,4265.0,-10.147221565246582,-60.538612365722656
SWQJ,4429.0,-13.414722442626953,-59.26750183105469
SWRA,4921.0,-13.025153999999999,-46.884107
SWRD,6070.0,-16.586,-54.7248
SWRO,4265.0,-8.793611,-63.85805500000001
SWSI,5348.0,-11.885000999999999,-55.58610899999999
SWST,4921.0,-10.4647216796875,-50.51861190795898
SWTD,4921.0,-13.881111145019533,-52.4000015258789
SWTI,4429.0,-14.5202999115,-59.7798995972
SWTK,4265.0,-14.201944351199998,-60.280834198
SWUY,4331.0,-4.8842201232899995,-65.3554000854
SWVD,4068.0,-17.969167709350586,-52.57777786254883
SWVT,4987.0,-12.123332977294922,-52.64583206176758
SWXK,4134.0,-13.274200439453125,-56.89229965209961
SWXM,4862.0,-10.170277595500002,-54.9527778625
SWXP,4921.0,-13.73277759552002,-58.88805770874024
SWXV,4888.0,-14.6983003616333,-52.34640121459961
SWYQ,4593.0,-11.4678,-56.437599
SYCJ,7448.0,6.498549938201903,-58.25410079956055
SYGO,4201.0,6.80628,-58.1059
SYLD,5000.0,5.96592,-58.270302
SYLT,5985.0,3.37276,-59.789398
TNW,8530.0,-1.0597219999999998,-77.583333
VE-0210,4943.0,9.274999618529998,-68.3666687012
